Mints and references;Present day locality;Palm-tree evidence period barycenter;Palm-tree evidence period;Palm groves;Coinages;Date remains;Inflorescence;Leaves;Stems and charcoal;Pollen;Phytoliths;Texts and maps;Pottery;Wood paintings, papyri and scrolls;Jewelry, gold cups and seals;Rock and Wall painting and mosaic;Sculpture (stone, bronze and wood);References;Taxa;Latitude;Longitude;Altitude;a10
S Cordoba, Mexico;1982 April, Sistema de apoyo a la toma de decisiones para la reforestación rural en México, Preserved specimen, Mexico;1982;1982;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;18,80000000;-96,90000000;665;6650
W Gral, Miguel Alemán;1982 April, Actualización de las bases de datos del Herbario XAL, Fase III, Preserved specimen, Mexico;1982;1982;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;18,90000000;-96,80000000;603;6030
Dien An;2012 July, The New York Botanical Garden Herbarium (NY), Preserved specimen, Viet Nam;2018;2018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P loureiroi;18,90000000;105,60000000;3;30
N Khun Kuan;"2000 May, Naturalis Biodiversity Center (NL); Botany, Preserved specimen, Thailand";2000;2000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P loureiroi;19,20000000;100,50000000;429;4290
Carretera 98;1988 April, Las monocotiledóneas mexicanas, una sinopsis florística, Preserved specimen, Mexico;1988;1988;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;19,30000000;-104,13333333;486;4860
Zapotitlan;"1991 January, UCR; University of California, Riverside Herbarium; Vascular Plants, Preserved specimen, Mexico";1991;1991;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;19,50000000;-103,70000000;1557;15570
Danzhou, Hainan;1921 November, The vascular plants collection (P) at the Herbarium of the Muséum national d'Histoire Naturelle (MNHN Paris), Preserved specimen, China;1921;1921;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;19,50000000;109,60000000;162;1620
NW Danzhou, Hainan;1928 April, The vascular plants collection (P) at the Herbarium of the Muséum national d'Histoire Naturelle (MNHN Paris), Preserved specimen, China;1928;1928;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;19,70000000;109,30000000;14;140
SW Washim;The Vascular Plant Collection at the Botanische Staatssammlung München, Preserved specimen, India;2018;2018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P acaulis;20,00000000;77,00000000;514;5140
SW Washim;The Vascular Plant Collection at the Botanische Staatssammlung München, Preserved specimen, India;2018;2018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P pusilla;20,00000000;77,00000000;514;5140
SW Washim;1896 February, The Vascular Plant Collection at the Botanische Staatssammlung München, Preserved specimen, India;1896;1896;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P loureiroi;20,00000000;77,00000000;514;5140
E Manmad;1896 February, The vascular plants collection (P) at the Herbarium of the Muséum national d'Histoire Naturelle (MNHN Paris), Preserved specimen, India;1896;1896;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P loureiroi;20,30000000;74,70000000;464;4640
Pratas Islands;1994 May, The digitization of plant specimens of NTU, Preserved specimen, Taiwan;1994;1994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;20,70000000;116,70000000;0;0
S Cancún;2019 March, iNaturalist Research-grade Observations, Human observation, Mexico;2019;2019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;20,80000000;-87,00000000;13;130
Mérida;2000 June, Depuración de la colección y base de datos del Herbario CICY, Fase IV, Preserved specimen, Mexico;2000;2000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;21,00000000;-89,60000000;11;110
Ka Zun Ma;2003 March, The New York Botanical Garden Herbarium (NY), Preserved specimen, Myanmar;2003;2003;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P loureiroi;21,00000000;94,40000000;288;2880
Hanoi;1909 May, The vascular plants collection (P) at the Herbarium of the Muséum national d'Histoire Naturelle (MNHN Paris), Preserved specimen, Viet Nam;1909;1909;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P rupicola;21,00000000;105,80000000;11;110
Hanoi;1908 January, The vascular plants collection (P) at the Herbarium of the Muséum national d'Histoire Naturelle (MNHN Paris), Preserved specimen, Viet Nam;1908;1908;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P rupicola;21,00000000;105,80000000;11;110
Cancún;2019 April, iNaturalist Research-grade Observations, Human observation, Mexico;2019;2019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;21,20000000;-86,80000000;0;0
Gopinathpur;1854 March, The vascular plants collection (P) at the Herbarium of the Muséum national d'Histoire Naturelle (MNHN Paris), Preserved specimen, India;1854;1854;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P acaulis;21,50000000;86,80000000;32;320
S Sibrampur, Sundarbans;2018 December, iNaturalist Research-grade Observations, Human observation, India;2018;2018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P paludosa;21,60000000;88,30000000;0;0
SE Menghanzhen;2003 July, The New York Botanical Garden Herbarium (NY), Preserved specimen, China;2003;2003;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;21,70000000;101,10000000;621;6210
Jiae Road;1931 December, The digitization of plant specimens of NTU, Preserved specimen, Taiwan;1931;1931;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;21,90000000;120,83333333;11;110
Sundarbans;Taxon occurrence data for the FungalRoot database, Human observation, India;2018;2018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P paludosa;22,00000000;89,00000000;1;10
Xishuangbanna;1936 January, Some Plant Specimens from KUN, IBSC, NAS Herbarium in China from 1900 to 1950, Preserved specimen, China;1936;1936;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;22,00000000;100,80000000;542;5420
W coast, Taiwan;2020 January, iNaturalist Research-grade Observations, Human observation, Taiwan;2020;2020;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;22,00000000;120,70000000;19;190
W coast, Taiwan;2015 July, iNaturalist Research-grade Observations, Human observation, Taiwan;2015;2015;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;22,00000000;120,70000000;19;190
W coast, Taiwan;1915 July, The digitization of plant specimens of NTU, Preserved specimen, Taiwan;1915;1915;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;22,00000000;120,70000000;19;190
S Central Taiwan;2020 January, iNaturalist Research-grade Observations, Human observation, Taiwan;2020;2020;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;22,00000000;120,80000000;268;2680
S Central Taiwan;2019 May, iNaturalist Research-grade Observations, Human observation, Taiwan;2019;2019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;22,00000000;120,80000000;268;2680
S Central Taiwan;1928 December, The digitization of plant specimens of NTU, Preserved specimen, Taiwan;1928;1928;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;22,00000000;120,80000000;268;2680
Orchid Island;1927 May, The digitization of plant specimens of NTU, Preserved specimen, Taiwan;2018;2018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;22,08333333;121,50000000;13;130
SW Hong Kong;2019 April, iNaturalist Research-grade Observations, Human observation, Hong Kong;2019;2019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;22,20000000;113,90000000;32;320
Hung Shing Ye Beach;2013 June, Royal Botanic Garden Edinburgh Living Plant Collections (E), Living specimen, China;2013;2013;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;22,20000000;114,10000000;2;20
Xuhai Road;2011 January, iNaturalist Research-grade Observations, Human observation, Taiwan;2011;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;22,20000000;120,88333333;13;130
Xuhai Road;2011 February, iNaturalist Research-grade Observations, Human observation, Taiwan;2011;2011;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;22,20000000;120,88333333;13;130
Hong Kong;2018 September, iNaturalist Research-grade Observations, Human observation, Hong Kong;2018;2018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;22,30000000;114,15000000;6;60
Liuqiu;2018 June, iNaturalist Research-grade Observations, Human observation, Taiwan;2018;2018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;22,31666667;120,35000000;20;200
Liuqiu;2017 November, iNaturalist Research-grade Observations, Human observation, Taiwan;2017;2017;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;22,31666667;120,35000000;20;200
Liuqiu;1929 July, The digitization of plant specimens of NTU, Preserved specimen, Taiwan;1929;1929;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;22,31666667;120,35000000;20;200
Liuqiu;1929 December, The digitization of plant specimens of NTU, Preserved specimen, Taiwan;1929;1929;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;22,31666667;120,35000000;20;200
Nanhui Road;1933 January, The digitization of plant specimens of NTU, Preserved specimen, Taiwan;1933;1933;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;22,30000000;120,88333333;3;30
N Hong Kong;1883 January, The vascular plants collection (P) at the Herbarium of the Muséum national d'Histoire Naturelle (MNHN Paris), Preserved specimen, China;1883;1883;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;22,40000000;114,10000000;400;4000
NW Nagpur;1988 March WII Herbarium Dataset Preserved specimenIndia;1988;1988;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P acaulis;22,50000000;78,30000000;669;6690
N Baruipur;The vascular plants collection (P) at the Herbarium of the Muséum national d'Histoire Naturelle (MNHN Paris), Preserved specimen, India;2018;2018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P acaulis;22,60000000;88,40000000;4;40
N Baruipur;1837 April, The vascular plants collection (P) at the Herbarium of the Muséum national d'Histoire Naturelle (MNHN Paris), Preserved specimen, India;1837;1837;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P paludosa;22,60000000;88,40000000;4;40
N Lancang;1936 January, Some Plant Specimens from KUN, IBSC, NAS Herbarium in China from 1900 to 1950, Preserved specimen, China;1936;1936;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;22,60000000;99,90000000;1177;11770
Kaohsiung;2019 October, iNaturalist Research-grade Observations, Human observation, Taiwan;2019;2019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;22,60000000;120,30000000;0;0
Kaohsiung;2018 August, iNaturalist Research-grade Observations, Human observation, Taiwan;2018;2018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;22,60000000;120,30000000;0;0
Kaohsiung;1929 April, The digitization of plant specimens of NTU, Preserved specimen, Taiwan;1929;1929;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;22,60000000;120,30000000;0;0
Nanzih;1929 April, The digitization of plant specimens of NTU, Preserved specimen, Taiwan;1929;1929;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;22,70000000;120,25000000;0;0
E Nanzih;1999 June, Database of Native Plants in Taiwan, Unknown, Taiwan;1999;1999;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;22,70000000;120,30000000;16;160
Liu Tao Island;2018 May, iNaturalist Research-grade Observations, Human observation, Taiwan;2018;2018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;22,66666667;121,50000000;20;200
Liu Tao Island;1930 July, The digitization of plant specimens of NTU, Preserved specimen, Taiwan;1930;1930;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;22,66666667;121,50000000;20;200
SE Taiwan;National vegetation diversity inventory and mapping plan, Observation, Taiwan;2018;2018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;22,80000000;120,40000000;185;1850
Tu Lan Wan;2019 October, iNaturalist Research-grade Observations, Human observation, Taiwan;2019;2019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;22,80000000;121,20000000;2;20
Tu Lan Wan;2018 November, iNaturalist Research-grade Observations, Human observation, Taiwan;2018;2018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;22,80000000;121,20000000;2;20
Tu Lan Wan;Herbarium of Taiwan Forestry Research Institute, Preserved specimen, Taiwan;2018;2018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;22,80000000;121,20000000;2;20
SE La Habana;Actualización de las bases de datos de colecciones, especies en peligro de extinción, colecta y propagación de germoplasma, Unknown, Cuba;2018;2018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;23,00000000;-82,30000000;81;810
SE La Habana;Actualización de las bases de datos de colecciones, especies en peligro de extinción, colecta y propagación de germoplasma, Unknown, Cuba;2018;2018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P pusilla;23,00000000;-82,30000000;81;810
Ahmedabad;2016 May, International Barcode of Life project (iBOL), Material sample, India;2016;2016;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P paludosa;23,10000000;72,60000000;56;560
Canton;1953 January, Plant Specimen from Herbarium (IBK) in China, Guangxi Institute of Botany, Chinese Academy of Sciences, Preserved specimen, China;1953;1953;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;23,10000000;113,30000000;4;40
NW Annan;2019 May, iNaturalist Research-grade Observations, Human observation, Taiwan;2019;2019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;23,10000000;120,10000000;2;20
C Taiwan;2019 September, iNaturalist Research-grade Observations, Human observation, Taiwan;2019;2019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;23,20000000;120,30000000;13;130
E coast Taiwan;2019 August, iNaturalist Research-grade Observations, Human observation, Taiwan;2019;2019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;23,20000000;121,40000000;7;70
C Taiwan hills;A global database for the distributions of crop wild relatives, Unknown, Taiwan;2018;2018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;23,30000000;120,50000000;608;6080
Shuangiiang;1957 January, Plant Specimen in Yunnan, China from Herbarium (PE), Institute of Botany, Chinese Academy of Sciences, Preserved specimen, China;1957;1957;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;23,50000000;99,80000000;1061;10610
NW Taiwan;2018 October, iNaturalist Research-grade Observations, Human observation, Taiwan;2018;2018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;23,50000000;120,10000000;-1;-10
NW Thinan river;2018 April, iNaturalist Research-grade Observations, Human observation, Taiwan;2018;2018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;23,50000000;120,20000000;2;20
N central Taiwan;2019 March, iNaturalist Research-grade Observations, Human observation, Taiwan;2019;2019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;23,50000000;120,50000000;95;950
N central Taiwan;2019 December, iNaturalist Research-grade Observations, Human observation, Taiwan;2019;2019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;23,50000000;120,50000000;95;950
Kaiyuan;1943 January, Some Plant Specimens from KUN, IBSC, NAS Herbarium in China from 1900 to 1950, Preserved specimen, China;1943;1943;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;23,70000000;103,30000000;1180;11800
W Jobhi;The vascular plants collection (P) at the Herbarium of the Muséum national d'Histoire Naturelle (MNHN Paris), Preserved specimen, India;2018;2018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P acaulis;24,00000000;86,10000000;346;3460
Hualien;2018 November, iNaturalist Research-grade Observations, Human observation, Taiwan;2018;2018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;24,00000000;121,60000000;18;180
Longjing;2018 September, iNaturalist Research-grade Observations, Human observation, Taiwan;2018;2018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;24,20000000;120,50000000;4;40
Tongshan Road;2019 August, iNaturalist Research-grade Observations, Human observation, Taiwan;2019;2019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;24,20000000;120,60000000;260;2600
NW Tonxiao;2019 April, iNaturalist Research-grade Observations, Human observation, Taiwan;2019;2019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;24,50000000;120,70000000;29;290
W Houlong;2019 July, iNaturalist Research-grade Observations, Human observation, Taiwan;2019;2019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;24,60000000;120,71666667;1;10
W Houlong;2017 June, iNaturalist Research-grade Observations, Human observation, Taiwan;2017;2017;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;24,60000000;120,71666667;1;10
Marathon, Florida;2019 April, iNaturalist Research-grade Observations, Human observation, United States of America;2019;2019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;24,70000000;-81,10000000;0;0
Chenggong;Herbarium of Taiwan Forestry Research Institute, Preserved specimen, Taiwan;2018;2018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;24,90000000;121,00000000;29;290
Taoyuan;1930 May, The digitization of plant specimens of NTU, Preserved specimen, Taiwan;1930;1930;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;25,00000000;121,30000000;87;870
Zonghe;Herbarium of Taiwan Forestry Research Institute, Preserved specimen, Taiwan;2018;2018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P pusilla;25,00000000;121,50000000;18;180
Zonghe;1967 July, The digitization of plant specimens of NTU, Preserved specimen, Taiwan;1967;1967;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;25,00000000;121,50000000;18;180
Zonghe;1939 June, The digitization of plant specimens of NTU, Preserved specimen, Taiwan;1939;1939;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;25,00000000;121,50000000;18;180
Zonghe;1937 January, The digitization of plant specimens of NTU, Preserved specimen, Taiwan;1937;1937;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;25,00000000;121,50000000;18;180
Heme Street;A global database for the distributions of crop wild relatives, Unknown, Taiwan;2018;2018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;25,00000000;121,91666667;1;10
Luzhu;2018 April, iNaturalist Research-grade Observations, Human observation, Taiwan;2018;2018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;25,10000000;121,30000000;130;1300
Luzhu;2018 July, iNaturalist Research-grade Observations, Human observation, Taiwan;2018;2018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;25,10000000;121,30000000;130;1300
Shilin District;Herbarium of Taiwan Forestry Research Institute, Preserved specimen, Taiwan;2018;2018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;25,10000000;121,50000000;1;10
SE Chaoyang;1963 January, Plant Specimen from Herbarium (IBK) in China, Guangxi Institute of Botany, Chinese Academy of Sciences, Preserved specimen, China;1963;1963;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;25,20000000;110,40000000;226;2260
NW Anle;2019 September, iNaturalist Research-grade Observations, Human observation, Taiwan;2019;2019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P hanceana;25,20000000;121,68333333;7;70
E Hta Man Thi;2014 May, The New York Botanical Garden Herbarium (NY), Preserved specimen, Myanmar;2014;2014;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P loureiroi;25,30000000;95,40000000;224;2240
NW Mairang;1850 September, The vascular plants collection (P) at the Herbarium of the Muséum national d'Histoire Naturelle (MNHN Paris), Preserved specimen, India;1850;1850;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P acaulis;25,60000000;91,60000000;1607;16070
S Miami;1983 January, CONN, Preserved specimen, United States of America;1983;1983;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;25,70000000;-80,30000000;7;70
S Miami;1997 July, The New York Botanical Garden Herbarium (NY), Preserved specimen, United States of America;1997;1997;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P paludosa;25,70000000;-80,30000000;7;70
Sanibel Island;2019 January, iNaturalist Research-grade Observations, Human observation, United States of America;2019;2019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;26,43333333;-82,10000000;0;0
Vamo;2019 September, iNaturalist Research-grade Observations, Human observation, United States of America;2019;2019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;27,20000000;-82,50000000;0;0
S Longboat Key;1998 February, Tropicos Specimen Data, Preserved specimen, United States of America;1998;1998;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;27,30000000;-82,60000000;2;20
E Yazali;2018 September, iNaturalist Research-grade Observations, Human observation, India;2018;2018;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P rupicola;27,40000000;93,70000000;964;9640
SW Bhaise;2004 November, Royal Botanic Garden Edinburgh Herbarium (E), Preserved specimen, Nepal;2004;2004;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P loureiroi;27,50000000;85,00000000;1274;12740
SW Shukiagandavi;1820 December, The Vascular Plant Collection at the Botanische Staatssammlung München, Preserved specimen, Nepal;1820;1820;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P loureiroi;28,00000000;84,00000000;899;8990
SW Loughmon;2020 January, iNaturalist Research-grade Observations, Human observation, United States of America;2020;2020;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;28,20000000;-81,60000000;36;360
N El Tor;1835 June, The vascular plants collection (P) at the Herbarium of the Muséum national d'Histoire Naturelle (MNHN Paris), Preserved specimen, Egypt;1835;1835;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P pusilla;28,30000000;33,60000000;42;420
E Windemere;1992 November, Tropicos Specimen Data, Preserved specimen, United States of America;1992;1992;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;28,50000000;-81,50000000;46;460
SW Ramgarh;1985 April, WII Herbarium Dataset, Preserved specimen, India;1985;1985;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P acaulis;28,50000000;80,70000000;169;1690
Tabernacle of Praise;2004 May, University of Florida Herbarium (FLAS), Preserved specimen, United States of America;2004;2004;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;29,60000000;-82,40000000;33;330
Tanda Deshral;1987 January, WII Herbarium Dataset, Preserved specimen, India;1987;1987;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P acaulis;30,10000000;77,90000000;352;3520
Alexandria;2010 June, International Barcode of Life project (iBOL), Material sample, Egypt;2010;2010;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;31,20000000;29,90000000;0;0
E Alexandria;2010 June, Geographically tagged INSDC sequences, Preserved specimen, Egypt;2010;2010;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;31,20000000;30,00000000;0;0
Funchal;2016 May, naturgucker, Human observation, Portugal;2016;2016;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;32,63333333;-16,90000000;14;140
SE Sta, Catalina Island;2019 April, iNaturalist Research-grade Observations, Human observation, United States of America;2019;2019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;33,30000000;-118,30000000;290;2900
Chandler;2005 May, Arizona State University Vascular Plant Herbarium, Preserved specimen, United States of America;2005;2005;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;33,30000000;-111,80000000;389;3890
Tempe;1998 June, Arizona State University Vascular Plant Herbarium, Preserved specimen, United States of America;1998;1998;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;33,40000000;-111,90000000;362;3620
Mesa;2019 February, iNaturalist Research-grade Observations, Human observation, United States of America;2019;2019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;33,40000000;-111,80000000;375;3750
W Camelback Road, Arizona;2005 April, Arizona State University Vascular Plant Herbarium, Preserved specimen, United States of America;2005;2005;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;33,50000000;-112,30000000;315;3150
N 72nd Avenue, Arizona;1969 November, Arizona State University Vascular Plant Herbarium, Preserved specimen, United States of America;1969;1969;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;33,50000000;-112,20000000;337;3370
Estates at Happy Valley, Arizona;2005 April, Arizona State University Vascular Plant Herbarium, Preserved specimen, United States of America;2005;2005;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;33,70000000;-112,20000000;411;4110
Pinnacle Peak Estates, Arizona;2005 April, Arizona State University Vascular Plant Herbarium, Preserved specimen, United States of America;2005;2005;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;33,70000000;-111,90000000;593;5930
Anaheim;1972 May, LOB California State University, Long Beach Herbarium, Preserved specimen, United States of America;1972;1972;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;33,80000000;-117,90000000;42;420
NE Moreno Valley;2019 June, iNaturalist Research-grade Observations, Human observation, United States of America;2019;2019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P roebelenii;34,00000000;-117,20000000;549;5490
Beach Resort, SE Crete;2008 May, naturgucker, Human observation, Greece;2008;2008;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P theophrasti;35,00000000;25,80000000;3;30
E Agios Pavlos, Crete;2019 May, iNaturalist Research-grade Observations, Human observation, Greece;2019;2019;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P theophrasti;35,10000000;24,56666667;92;920
S Kato Saktouria;2012 September, iNaturalist Research-grade Observations, Human observation, Greece;2012;2012;1;0;0;0;0;0;0;0;0;0;0;0;0;0;GBIF 2020a;P theophrasti;35,10000000;24,60000000;50;500
