Mints and references;Present day locality;Palm-tree evidence period barycenter;Palm-tree evidence period;Palm groves;Coinages;Date remains;Inflorescence;Leaves;Stems and charcoal;Pollen;Phytoliths;Texts;Pottery;Wood paintings, papyri and scrolls;Jewelry, gold cups and seals;Rock and Wall painting and mosaic;Sculpture (stone, bronze and wood);References;Taxa;Latitude;Long Deg;Long Min;Long Seg;Longitude;Altitude;a10
Wadi Teshuinat, Akakus;Peintures rupestres préhistoriques, Wadi Teshuinat, Akakus, Sahara desert, Fezzan (Libye) one single date palm humans and livestock;c. 1000 BC;-1000;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Biebel 1936;P dactylifera;24,85222222;10;30;46;10,51277778;888;8880
Wadi Teshuinat, Akakus;¿Peintures rupestres préhistoriques, Wadi Teshuinat, Akakus?, Sahara desert, Fezzan (Libye) several paired palms and humans in action of pruning leaves;c. 1000 BC;-1000;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Sakhal 2014;P dactylifera;24,85222222;10;30;46;10,51277778;888;8880
Wadi Teshuinat, Akakus;¿Peintures rupestres préhistoriques, Wadi Teshuinat, Akakus?, Sahara desert, Fezzan (Libye) several paired palms and humans in action of pruning leaves;c. 1000 BC;-1000;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Biebel 1936;P dactylifera;24,85222222;10;30;46;10,51277778;888;8880
Tassili-N'Ajjer;¿Peintures rupestres préhistoriques, Tassili N'Ajjer?, Sahara desert, Ona isolated date palm and humans in action of gathering dates;c. 1000 BC;-1000;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Berger 2012;P dactylifera;25,66666667;9;0;0;9;900;9000
Tirhert;"S 98 Tirhert, Foum El.Hassane Sandstone headland 15 km WSW of Foum el Hassane, contents: 1 polished antelope near village, 12 cattle, humans, dog, foot spiral,.. 6 elephants, 4 rhinoceroses; near palm grove: charriot, camel, bovid, palm-tee";c. 1000 BC;-1000;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Searight 2001;P dactylifera;28,93083333;-8;-55;39;-8,905833333;435;4350
Tibesti;¿Rock carvings?, Sahara desert, Tibesti Tchad carved rocks. Three palms carved, with a herd of camels / dromedaries;c. 1000 BC;-1000;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Biebel 1936;P dactylifera;21,3625;16;59;59;16,99972222;1080;10800
Aguennar (Ahaggar);il y a quatre palmiers qui se trouvent à l'entrée d'une espèce de caverne naturelle formée par des blocs de rocher accotés. Ils sont de grande taille puisque l'un d'eux ne mesure moins de 1.4 m;c. 100 BC;-100;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Biebel 1936;P dactylifera;22,83472222;5;23;19;5,388611111;1370;13700
Hammam Lif;Mosaic with a fruiting date palm tree in the Synagogue;c. 500 AD;500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Biebel 1936;P dactylifera;36,72305556;10;20;37;10,34361111;13;130
Akrotiri;Libyan Fresco depicting river landscape, Thera island. Palm clumps along the river banks;c. 1500 BC;-1500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Höckmann 1978;P theophrasti;36,35178889;25;24;13;25,40361111;27;270
Akrotiri;Libyan Fresco depicting river landscape Room 5, Thera island. Palm clumps, short-stemmed or stmless, along the river banks Pp. 623 Plate 7.;c. 1500 BC;-1500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Iliakis 1978, Negbi 1978;P theophrasti;36,35178889;25;24;13;25,40361111;27;270
Akrotiri;West House Room 5 East wall Adult palm. Pp 609 Fig. 1 c;c. 1500 BC;-1500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Höckmann 1978;P theophrasti;36,35178889;25;24;13;25,40361111;27;270
Akrotiri;Marinatos Houses Thera, Libyan’s head and palm trees Wall painting 196 a3-4. MM LIIB to LM IA ;c. 1500 BC;-1500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Cameron et al. 1977;P theophrasti;36,35178889;25;24;13;25,40361111;27;270
Akrotiri;Kymber delta 9.1, Pp 609 fig. 1e;c. 1500 BC;-1500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Höckmann 1978;P theophrasti;36,35178889;25;24;13;25,40361111;27;270
Thebes;Sennedyem funerary chamber West Thebes, 110 chapter of Book of Dead, fruiting ripe, palms, among other fruit and cereal crops. pp. 263.;c. 1279 BC;-1279;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Schulz and Seidel 1997;P dactylifera;25,73416667;32;36;30;32,60833333;82;820
Thebes;Sennefer tomb, depincting gardens with palms and other crops, XVIII Dinasty. pp. 386;c. 1410 BC;-1410;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Schulz and Seidel 1997;P dactylifera;25,73416667;32;36;30;32,60833333;82;820
Tell El-Dab'a (Egypt);A fresco fragment from Tell el-Dab’a shows a tumbler doing a handstand with a palm tree to his right pp. 114.;c. 1410 BC;-1410;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Cole 2010;P dactylifera;30,78611111;31;49;21;31,8225;9;90
Tell El-Dab'a (Egypt);Tell el-Dab’a  The fresco fragments of floor acrobats, near palm tres, wearing plumed haeddresses are similar to scenes found on Minoan seals and seal impressions pp. 114, 123;c. 1410 BC;-1410;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Cole 2010;P dactylifera;30,78611111;31;49;21;31,8225;9;90
Herculaneum;Isis cult scene. Landscape with two date palms (leaves heavily croped) Neaples National Museum  8924. pp 490;c. 50 AD;50;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Schulz and Seidel 1997;P dactylifera;40,80583333;14;20;53;14,34805556;18;180
Mari;Wall painting with a fruiting date palm with a bird in its branches;c. 1750 BC;-1750;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Collins 2006;P dactylifera;34,55027778;40;53;21;40,88916667;183;1830
Karnak;A wall painting in Karnak illustrates flora brought back by a conquering Pharaoh.. The palm is one of them Thutmosis III took the opportunity to introduce certain cultivated varieties as yet unknown in Egypt;c. 1500 BC;-1500;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Goor 1967;P dactylifera;25,718875;32;39;26,23;32,65728611;79;790
Oued Djèrat;la découverte récente á l'oued Djèrat d'une peinture de l'epoque des chars répresemntant un dattier apporte une contribution importante à la question de l'origine du palmier dattier;c. 200 BC;-200;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Biebel 1936;P dactylifera;26,255;8;37;43;8,628611111;815;8150
Kar-Tukulti-Ninurta;Fig. XVI.102 schematic date palm flanked both sides by two halfkneeling goats Kar Tukulti Ninurta murals;1200 BC;-1200;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Kantor 1945;P dactylifera;35,49444444;43;16;12;43,27;149;1490
Mari;A mural painting from an outer wall of the throne room of the royal palace of King Zimri-Lim at Mari beginning of the second millennium BC two characters climbing a date palm with fruits;1870 BC;-1870;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Black and Green 2004;P dactylifera;34,55027778;40;53;21;40,88916667;183;1830
Mari;"Investiture wall paintings of the palace depict palm trees with fronds trimmed in the ""diamond"" fashion, like the mudbrick columns of Leilan Building Level III and the Bastion of Warad-Sin at Ur";1870 BC;-1870;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Weiss 1985;P dactylifera;34,55027778;40;53;21;40,88916667;183;1830
Mari;Figure 1. Line drawing of the Mari Investiture Panel… Court of the Palms, plate IV… was found in room 106;1870 BC;-1870;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Bradshaw and Head 2012;P dactylifera;34,55027778;40;53;21;40,88916667;183;1830
Mari;La peinture de l'Investiture Seconde moitié du 19e siecle avant JC Mari palais royal H. 1.75: W. 2.50 m Richelieu wing ground floor Mesopotamia Room 3;1870 BC;-1870;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Louvre;P dactylifera;34,55027778;40;53;21;40,88916667;183;1830
Villa of Livia;Villa of Livia at Gallinas Albas, Prima Porta, Rome. Frescoes represent in the gardens Very young green palms freshly planted and still with leaves together, tied with ropes;20 BC;-20;0;0;0;0;0;0;0;0;0;0;0;0;1;0;MNR Palazzo Massimo;P dactylifera;42,00208889;12;29;37,16;12,49365556;54;540
Pompeii;Casa del Breciale d'oro: parete destra. Small bluish leaved palm trees with trunk short represented in the fresco;20 AD;20;0;0;0;0;0;0;0;0;0;0;0;0;1;0;MANN;P dactylifera;40,75083333;14;29;10,77;14,486325;36;360
Boscoreale;Villa di P. Fannius Synistor Frescoes representing palm trees relatively small but with trunk corresponding to specimens 30 to 50 years old, cultivated in groups in large prismatic containers. Images taken during our visit;45 BC;-45;0;0;0;0;0;0;0;0;0;0;0;0;1;0;MABR;P dactylifera;40,76138889;14;28;16;14,47111111;19;190
Piazza Armerina;Palmeras representadas en un mosaico con elefantes y tigres en el sitio arqueológico de la Villa del Casale. Fotografiado durante la visita;340 AD;340;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Observación;P dactylifera;37,365;14;20;3;14,33416667;541;5410
Palermo;Palmeras representadas en un mosaico en la Capella Palatina de Palermo. Fotografiado durante la visita;1130 AD;1130;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Observación;P dactylifera;38,11238889;13;21;19,08;13,3553;33;330
Arellano;Mosaico de las musas, en varias escenas aparecen palmeras muy estilizadas al fondo;350 AD;350;0;0;0;0;0;0;0;0;0;0;0;0;1;0;MANM;P dactylifera;42,60555556;-2;-2;-46;-2,046111111;645;6450
Jnah;Mosaic representing a fruiting date palm flanked both sides by a pair of birds the image appear doubled. Birds and Palm trees mosaic Beyruth museum;480 AD;480;0;0;0;0;0;0;0;0;0;0;0;0;1;0;BAM;P dactylifera;33,86027778;35;29;9;35,48583333;7;70
Roma;Mosaico Pavimentale con paesagio nilotico Roma. Dalla vigna Maccarani presso S. Saba sull'Aventino . Palme sul fondo;150 AD;150;0;0;0;0;0;0;0;0;0;0;0;0;1;0;MNR Palazzo Massimo;P dactylifera;41,90666667;12;28;55;12,48194444;20;200
Roma;Fresco por debajo del Mosaico en la fachada superior de Santa Maria in Trastevere con cuatro palmeras fructificadas;1250 AD;1250;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Observación;P dactylifera;41,90666667;12;28;55;12,48194444;20;200
Chora I;Cave painting from the Chora I site of the Chora Valley in Tanzania (Kondoa area, c 1 km NW of Itundwi in the Kolo vicinity) three stylized wild date palm tress .. Phoenix reclinata palms;c 10000 BC;-10000;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Leakey 1983;P dactylifera;-4,640833333;35;50;27;35,84083333;1204;12040
Chora I;Cave painting from the Chora I site of the Chora Valley in Tanzania (Kondoa area, c 1 km NW of Itundwi in the Kolo vicinity) three stylized wild date palm tress .. Phoenix reclinata palms;c 10000 BC;-10000;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Kajira 2007;P dactylifera;-4,640833333;35;50;27;35,84083333;1204;12040
Chora I;Cave painting from the Chora I site of the Chora Valley in Tanzania (Kondoa area, c 1 km NW of Itundwi in the Kolo vicinity) three stylized wild date palm tress .. Phoenix reclinata palms;c 10000 BC;-10000;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Bwasiri 2008;P dactylifera;-4,640833333;35;50;27;35,84083333;1204;12040
Akkad;Impression of Cylinder Seal n. 207 in the Pierpont Morgan Library in Plate IIA a cohort of characters presenting gifts to a seated personage, beside small palm trees (only lstylized leaves are visible);2200 BC;-2200;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Porada 1978;P dactylifera;34,19833333;43;52;27;43,87416667;74;740
Deiras / Larissa;Some ivories from Tomb 6 at Deiras, belonging to the endo of LHII, Here were found four palms cut out of ivory F. XV 63 and a plaque carved with a palm and a sphinx Fig. XV 62 These show the double curvature of the palms;1500-1400 BC;-1450;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Kantor 1999;P dactylifera;39,6325;22;25;6;22,41833333;74;740
Vapheio / Vafeio;Very naturalistic specimens are shown on the Vaphio cups whose ultimate provenience remains uncertain  Fig. VIII 45-47;1500-1400 BC;-1450;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Kantor 1999;P dactylifera;37,02277778;22;27;43;22,46194444;169;1690
Knossos;For naturalistic palm on a MMIII sealing cf. PM I 716;1700-1600 BC;-1650;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Kantor 1999;P theophrasti;35,29777778;25;9;62;25,16722222;95;950
Knossos;By a MMII seal on which three trees presumably palms grow from rocks fig. VIII.7 The central palm is the largest flaked by two offshoots;1800-1700 BC;-1750;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Kantor 1999;P theophrasti;35,29777778;25;9;62;25,16722222;95;950
Ashur;Incised ivory comb from Tomb 45 Ashur, with date palms on the front and the back Middle Assyrian period south west of the temple of Ishtar Ashuritu;c. 1310 BC;-1310;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Collins 2006;P dactylifera;35,45666667;43;15;45;43,2625;155;1550
Ashur;Incised decoration on an ivory pyxis Tomb 45 Ashur, with date palms Middle Assyrian period south west of the temple of Ishtar Ashuritu;c. 1310 BC;-1310;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Collins 2006;P dactylifera;35,45666667;43;15;45;43,2625;155;1550
Sippar;Ishtar, goddess of sexuality and warfare, who holds a date cluster on the Akkadian period in a cylinder seal of the scribe Adda;c. 2300-2100 BC;-2200;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Collins 2006;P dactylifera;33,05882778;44;15;7,75;44,25215278;44;440
Nimrud;Assyrian cylinder seals with a palm tree, pp. 129;c. 875-860 BC;-867;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Porter 1993;P dactylifera;36,09694444;43;29;43,57;43,49543611;226;2260
Nimrud;Assyrian red chalcedony cylinder seals 422 with a palm tree, pp. 62;c. 875-860 BC;-867;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Osten 1954;P dactylifera;36,09694444;43;29;43,57;43,49543611;226;2260
Akkad;Sumero Akkadian marble cylinder seal 116 with a palm tree, pp. 23;c. 2200 BC;-2200;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Osten 1954;P dactylifera;34,19833333;43;52;27;43,87416667;74;740
Persepolis;Achaemenid milky chalcedony cylinder seal 449 with a palm tree, pp. 65;c. 400 BC;-400;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Osten 1954;P dactylifera;29,93555556;52;53;28;52,89111111;1635;16350
Mitanni;North Syrian red chalcedony cylinder seal 450 with a palm tree, pp. 66;c. 1400 BC;-1400;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Osten 1954;P dactylifera;36,84;40;4;7;40,06861111;375;3750
Cyprus;Cypriot hematite cylinder seal 452 with a palm tree, pp. 66;c. 1500 BC;-1500;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Osten 1954;P dactylifera;35,08083333;33;35;49;33,59694444;14;140
El Amarejo;Adornment of a belt clip, pp. 306 Adult palm tree, four leaves of the left side and stipe;c. 300 BC;-300;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Aranegui et al. 1997;P dactylifera;38,86777778;-1;-21;-1;-1,350277778;897;8970
Vapheio / Vafeio;"On the ""violent"" Vapheio gold cup (8 km S of Sparta), for instance, the palm tree was combined with olive trees to depict what was probably meant as an Aegean landscape.72";1450 BC;-1450;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Watrous 1991;P dactylifera;37,02277778;22;27;43;22,46194444;169;1690
Vapheio / Vafeio;The Vapheio (8 km S of Sparta) cup, which like this fesco shows a bull en face and includes palm tres pp 119;1450 BC;-1450;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Cole 2010;P dactylifera;37,02277778;22;27;43;22,46194444;169;1690
Crete;"N. Marinatos (""The Date Palm in Minoan Iconography and Religion,"" OpAth 15, 1984, pp. 115-122) infers that the palm motif in Minoan art symbolizes fertility and procreation (contra MMR 2, pp. 284-285), since it most often appears with other religious motifs (altars, horns of consecration, demons, sacrifices, and goddesses) on seals and frescoes";1250 BC;-1250;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Watrous 1991;P theophrasti;35,25524722;26;15;42,55;26,26181944;1;10
Persepolis;P 58292 Cylinder seal impression lion attacking stag stylized palms. Achaemenian?;400 BC;-400;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Chicago 2017;P dactylifera;29,93555556;52;53;28;52,89111111;1635;16350
Persepolis;P 60933 Cylinder seal impression hero holding two winged monsters, stylized palms. From the Treasury. Achaemenian?;400 BC;-400;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Chicago 2017;P dactylifera;29,93555556;52;53;28;52,89111111;1635;16350
Persepolis;P 57466 Cylinder seal impression hero hero triumphant, realistic palm tree. Xerxes inscription. From the Treasury.;470 BC;-470;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Chicago 2017;P dactylifera;29,93555556;52;53;28;52,89111111;1635;16350
Persepolis;PS-169 impression on clay tablet Man in combat with a lion, realistic palm tree. From the Treasury.;470 BC;-470;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Chicago 2017;P dactylifera;29,93555556;52;53;28;52,89111111;1635;16350
Persepolis;P 57464 impression on clay tablet of a cylinder seal Two susian guards, realistic palm tree under a winged disk symbol. From the Treasury in Room 33.;470 BC;-470;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Chicago 2017;P dactylifera;29,93555556;52;53;28;52,89111111;1635;16350
Persepolis;P 57061unbacked clay bullae with seal impressions Man stabbing erect lion, realistic palm tree. From the Treasury.;400 BC;-400;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Chicago 2017;P dactylifera;29,93555556;52;53;28;52,89111111;1635;16350
Persepolis;P 57463 impression on clay tablet of a cylinder seal superposed animals on either side of a realistic fruiting palm tree.;400 BC;-400;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Chicago 2017;P dactylifera;29,93555556;52;53;28;52,89111111;1635;16350
Persepolis;P 57479 impression on clay tablet of a cylinder Hero triumphant, Darius inscription, a realistic fruiting palm tree.;500 BC;-500;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Chicago 2017;P dactylifera;29,93555556;52;53;28;52,89111111;1635;16350
Persepolis;P 57226 clay label depicting a galley with four winged genie, a realistic fruiting palm tree. Room 33 of treasury.;400 BC;-400;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Chicago 2017;P dactylifera;29,93555556;52;53;28;52,89111111;1635;16350
Persepolis;P 25109 clay stamp seal impression, winged genius, a realistic fruiting palm tree.;400 BC;-400;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Chicago 2017;P dactylifera;29,93555556;52;53;28;52,89111111;1635;16350
Surkh Dum (Sorkdom);Plate XLVI.7 Metropolitan Museum of Art New York. Impression of Middle Elamite stylized date palm tree;1400 BC;-1400;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Porada 2011;P dactylifera;33,4875;47;57;19;47,95527778;1200;12000
Surkh Dum (Sorkdom);Plate XLV Impression of Middle Elamite carnelian cylinder seal in Mittannian style in Lorestan complex scene, below palms flanked of stags;1400 BC;-1400;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Porada 2011;P dactylifera;33,4875;47;57;19;47,95527778;1200;12000
Persepolis;Xerxes Plate LI cylinder seal, Date palms below a winged disk symbol;470 BC;-470;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Porada 2011;P dactylifera;29,93555556;52;53;28;52,89111111;1635;16350
Thebes;British Museum Plate LII cylinder seal, king hunting a lion Date palms fruiting and realistic rendering. Darius?;500 BC;-500;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Porada 2011;P dactylifera;25,73416667;32;36;30;32,60833333;82;820
Persepolis;British Museum Plate LII cylinder seal, king hunting a lion Date palms fruiting and realistic rendering. Darius?;500 BC;-500;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Goor 1967;P dactylifera;29,93555556;52;53;28;52,89111111;1635;16350
Kirkuk;In Fig. XIV.1 an incomplete sealing on a tablet in Berlin, possibly from Kirkuk, … it is with the Second Syrian seals that the Mitannian glyptic was most intimatley related;1500 BC;-1500;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Kantor 1945;P dactylifera;35,46666667;44;23;0;44,38333333;341;3410
Kirkuk;In Fig. XIV.20 (a date palm with fruits flanked by two seated goats) from a cylinder in the Louver;1500 BC;-1500;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Kantor 1945;P dactylifera;35,46666667;44;23;0;44,38333333;341;3410
Kirkuk;In Fig. XIV.26 (a date palm with fruits flanked by two half-kneeling characters) is the plant supported on a rocky mountain cliff;1500 BC;-1500;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Kantor 1945;P dactylifera;35,46666667;44;23;0;44,38333333;341;3410
Kirkuk;In Fig. XIV.21 (a date palm with fruits flanked by two seated goats) a sealing from a Kirkuk tablet;1500 BC;-1500;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Kantor 1945;P dactylifera;35,46666667;44;23;0;44,38333333;341;3410
Mitanni;In Fig. XIV.28 (a date palm with fruits flanked by two half-kneeling goats) a sealing from a king of Hanigalbat was impressed upon a letter filed in the imperial chancery at Boghazkoy around 1380-1280 BC;1330 BC;-1330;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Kantor 1945;P dactylifera;36,84;40;4;7;40,06861111;375;3750
Assur;On a Mitannian seal found at Assur Fig. XIV.5 there appears a single bullman, wearing a pointed cap and holding aloft the same kind of flowering staff (palm-like);1500 BC;-1500;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Kantor 1945;P dactylifera;35,45666667;43;15;45;43,2625;170;1700
Assur;Fig. XV.29 schematic date palm in a pot-like structure and animals rear up on each side (aus dem Brunnen des Assurtempel..);1200 BC;-1200;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Kantor 1945;P dactylifera;35,45666667;43;15;45;43,2625;170;1700
Sippar;Fig. XV.35 Franckfort assigns to the later part of the Second Syrian phase.. A date palm in a scene in Aegean animal style;1200 BC;-1200;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Kantor 1945;P dactylifera;33,05882778;44;15;7,75;44,25215278;44;440
Mycenae / Mykines;Fig. XV.40  a seal from Mycenae showing antithetical animals flanking a pillar crowned by three leaves .. It is vaguely palm-like;1350 BC;-1350;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Kantor 1945;P theophrasti;37,73055556;22;45;22;22,75611111;234;2340
Deiras, Argos;Fig. XV.62-64  plaques from Deiras in Argos dating apparently to the LH II-III transition may be the ivory successors to the palms of the gold Vapheio cup …;1400 BC;-1400;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Kantor 1945;P theophrasti;37,64194444;22;43;14;22,72055556;78;780
Tiryns, Some kilometres north of Nauplion, Argolis, in the Peloponnese, Greece.;Fig. XV.65-671  a number of LH II gems as well as glass plaques and a gold ormanent illustrate the widespread of these motives in LH III Greece (a single date palm as a background for animals);1400 BC;-1400;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Kantor 1945;P theophrasti;37,59944444;22;47;59;22,79972222;6;60
Nuzi;"Fig XIV 18 is distinguished by the presence of an unusual top; all the individual leaves are connected: each projects from a thick median stem… The finding in the second stratum at Nuzi gives it a chronological range extending fron the reign of Shaushattar to that of Shamsi-Adad II of Assyria, the parallelism with the Medinet Gurob bowl proves that the seal was actually made in the final part of this range";1580 BC;-1580;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Kantor 1945;P dactylifera;35,3025;44;14;51;44,2475;236;2360
Nuzi;Fig XIV 34 a cylinder from Nuzi has a stalk … flanked by a small date palm and a goat;1580 BC;-1580;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Kantor 1945;P dactylifera;35,3025;44;14;51;44,2475;236;2360
Nuzi;Fig XIV 70 a cylinder from Nuzi (has a schematic palm tree flanked by two characters);1580 BC;-1580;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Kantor 1945;P dactylifera;35,3025;44;14;51;44,2475;236;2360
Tell el-Farah / Sharuhen;Fig XVII 1 and XV 73 in souther Palestine were found fragments of an incised ivory box… in chamber YC of the Nineteenth Dynasty residency the palm of this box is connected with Aegean elements;1200 BC;-1200;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Kantor 1945;P dactylifera;31,28194444;34;28;57;34,4825;106;1060
Ras Shamra;Fig XIV 49 a cylinder from Ras Shamra is possibly Third Syrian (a date palm above a winged sphynx);1300 BC;-1300;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Kantor 1945;P dactylifera;35,60277778;35;37;8;35,61888889;25;250
Megiddo;"Fig XIV 74 one of a series of small roundels from the Megiddo hoard. Below the ibex is a carelessly cut filling motive, a short-trunked (palm) ""tree"" growing from an angular peak";1200 BC;-1200;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Kantor 1945;P dactylifera;32,58472222;35;11;1;35,18361111;159;1590
Cyprus;"Fig XV 104 a cypriote seal in the Louvre. There a long tree trunk supports a well-formed ""south-flower"" perianth with drops… (the palm tree appears flaked both sides by two ibices and two birds) (Late Cypriot II period)";1250 BC;-1250;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Kantor 1945;P dactylifera;35,08083333;33;35;49;33,59694444;14;140
Assur;"Fig XVI.I a seal of translucent quartz crystal at Assur  a ""hybrid"" tree ";1250 BC;-1250;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Kantor 1945;P dactylifera;35,45666667;43;15;45;43,2625;170;1700
Dur Kurigalzu;Fig XVI.5 Kassite seals, an example in Berlin, without provenience (here tentatively assigned to the Kassite capital city), contains an antithetical group of two goats flanking a hybrid (palm) tree;1250 BC;-1250;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Kantor 1945;P dactylifera;33,35361111;44;12;8;44,20222222;41;410
Akkad;Fig XVI. 23- 24 Akkadian seals, an example in The Hage, without provenience (here tentatively assigned to the Akkadian capital city), scenes of the date harvest are shown;2250 BC;-2250;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Kantor 1945;P dactylifera;34,19833333;43;52;27;43,87416667;74;740
Assur;Fig. XV.38 and 41 schematic date palm flanked by two winged quadrupeds Middle Assyrian at Assur;1200 BC;-1200;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Kantor 1945;P dactylifera;35,45666667;43;15;45;43,2625;170;1700
Assur;Fig. XV.40 fruiting date palm flanked by two crossed goats Middle Assyrian at Assur;1200 BC;-1200;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Kantor 1945;P dactylifera;35,45666667;43;15;45;43,2625;170;1700
Assur;Fig. XVI.45 fruiting date palm topped by a bird Middle Assyrian at Assur;1250 BC;-1250;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Kantor 1945;P dactylifera;35,45666667;43;15;45;43,2625;170;1700
Assur;Fig. XVI.55 highly schematic fruiting date palm flanked by two horses Middle Assyrian at Assur;1250 BC;-1250;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Kantor 1945;P dactylifera;35,45666667;43;15;45;43,2625;170;1700
Assur;Fig. XVI.39 schematic date palm flanked both sides by two goats Middle Assyrian at Assur;1200 BC;-1200;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Kantor 1945;P dactylifera;35,45666667;43;15;45;43,2625;170;1700
Assur;Fig. XVI.71 the sherd room adjoining the north city wall of Assur.. Dates approximately to Shalmaneser I or Tulti-Ninurta I. They fall within the Middle Assyrian range. The most complicated of these is found on a large bowl, .. The central cores of the motif consists of a trunk flanked by twodate palm like trees;1250 BC;-1250;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Kantor 1945;P dactylifera;35,45666667;43;15;45;43,2625;170;1700
